species,common_name,mass,freq,folk_generic,folk_specific,clements_group,prototype,group_size_folk_generics,group_size_folk_specific,group_size_clements,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Beak_PC1,Beak_PC2,Beak_PC3,Beak_PC4,Realm,TrophicLevel,TrophicNiche,ForagingNiche
Egretta rufescens,Reddish Egret,614.0,984,NA,NA,NA,NA,NA,NA,NA,4.085334385,-0.7806781190000001,0.768392117,-0.45574915200000005,0.977154926,0.416056364,0.085036554,-0.261490378,-0.116012697,2.56655254,0.935605152,0.052363718,0.081123468,Neotropic,Carnivore,Aquatic predator,Aquatic ground
Certhia americana,Brown Creeper,8.1,1123,NA,NA,NA,NA,NA,NA,NA,-2.317431963,-0.049964713,0.082358047,-0.606466904,0.066830899,-0.01703461,-0.234431188,0.059281445,0.0026842359999999996,-1.2054054159999998,0.539053804,-0.236215518,0.038274324,Nearctic,Carnivore,Invertivore,Invertivore bark
Thalasseus sandvicensis,Sandwich Tern,0.0,322,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Empidonax sp.,Empidonax sp.,0.0,1142,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Loxia curvirostra,Red Crossbill,38.29,587,NA,NA,NA,NA,NA,NA,NA,-0.163890739,-0.56758958,-0.210816019,0.467021225,-0.174625275,0.08126384099999999,-0.29790586199999997,-0.008481071,-0.048076861,0.47730521299999995,-0.292806638,-0.25578539699999997,0.191431715,Palearctic,Herbivore,Granivore,Granivore arboreal
Podilymbus podiceps,Pied-billed Grebe,411.93,539,NA,NA,NA,NA,NA,NA,NA,1.7756616840000001,0.485714634,1.139961456,0.924321099,-0.184727515,0.051527906,-0.327187228,0.07123323200000001,0.057384245,0.46239472600000003,-0.09341849,-0.34759073799999995,-0.159279116,Nearctic,Carnivore,Aquatic predator,Aquatic dive
Basileuterus belli,Golden-browed Warbler,10.7,1612,NA,NA,NA,NA,NA,NA,NA,-1.9472457840000001,0.196713707,-0.232837652,-0.056609823,0.322969527,-0.106695212,0.064882364,-0.097296541,-0.057894601,-1.039413149,-0.14142323099999998,0.043284805,0.048794418,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Myiozetetes similis,Social Flycatcher,28.0,6005,NA,NA,NA,NA,NA,NA,NA,-0.72412316,0.06589158,-0.237434308,0.036710507999999996,-0.044565901,0.06295649099999999,0.175387453,0.108493534,0.00181011,-0.37670630200000005,-0.16942910600000002,0.18128436899999997,0.016770727,Neotropic,Carnivore,Invertivore,Generalist
Calidris canutus,Red Knot,141.87,100,NA,NA,NA,NA,NA,NA,NA,1.056286059,-0.13612274,0.961818671,-0.332579115,-0.218042239,0.149809887,-0.181711572,-0.171230685,-0.117223513,0.392498542,0.84842297,-0.148875159,0.06732962,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Calidris mauri,Western Sandpiper,27.82,372,NA,NA,NA,NA,NA,NA,NA,-1.090639434,-0.049491592,0.898552668,-0.319504985,-0.040573298,0.214591516,-0.287081424,-0.10114414199999999,-0.161929144,-0.690749952,0.8199618479999999,-0.258141901,0.15645003,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Spatula clypeata,Northern Shoveler,0.0,725,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Arremonops rufivirgatus,Olive Sparrow,22.43,872,NA,NA,NA,NA,NA,NA,NA,-0.9360074820000001,-0.017413798,-0.25448353,0.300640075,0.323695905,-0.136440654,-0.095483846,-0.017669949,-0.021901646,-0.30128646800000003,-0.35317573399999996,-0.122584944,0.04972166099999999,Neotropic,Omnivore,Omnivore,
Toxostoma ocellatum,Ocellated Thrasher,84.29,843,NA,NA,NA,NA,NA,NA,NA,1.061125145,-0.433041732,0.012181508,-0.5013267570000001,0.340751285,-0.327254127,0.148937649,0.053304972,-0.0979502,0.804661139,0.479655364,0.106713032,0.053247245,Neotropic,Carnivore,Invertivore,Invertivore ground
Aimophila notosticta,Oaxaca Sparrow,27.1,965,NA,NA,NA,NA,NA,NA,NA,-0.756674121,0.077598981,-0.267721031,0.18657454199999998,0.24420571100000002,-0.242893181,-0.008557269000000001,-0.002926972,-0.017598956000000002,-0.324593721,-0.309959176,-0.041166121,0.009474094,Neotropic,Herbivore,Omnivore,
Chloroceryle aenea,American Pygmy Kingfisher,13.75,16,NA,NA,NA,NA,NA,NA,NA,-1.4500471209999999,-1.4813991830000002,0.348661271,0.258651307,-0.35915953799999994,0.06365145900000001,-0.11500729,0.23914179800000002,0.10584850300000001,0.46468887,0.529360335,-0.075525854,0.11773501300000001,Neotropic,Carnivore,Aquatic predator,Aquatic perch
Catharus sp.,Catharus sp.,0.0,62,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Polioptila albiloris,White-lored Gnatcatcher,6.26,2164,NA,NA,NA,NA,NA,NA,NA,-2.613280317,-0.125745301,0.016825067,-0.230051877,0.284657035,-0.051920623,0.057468025,-0.019178385,-0.055417042,-1.174565457,0.25539049,0.042787238,0.083639165,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Melanerpes aurifrons,Golden-fronted Woodpecker,80.77,2712,NA,NA,NA,NA,NA,NA,NA,0.846000047,-0.500190781,0.15198458199999998,-0.15111207699999998,-0.07122735200000001,0.145029062,0.176237798,0.11506861199999999,-0.039524687999999995,0.7503735640000001,0.35122330799999996,0.194753722,0.076790624,Nearctic,Omnivore,Omnivore,
Tringa semipalmata,Willet,0.0,671,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Icteria virens,Yellow-breasted Chat,24.89,602,NA,NA,NA,NA,NA,NA,NA,-0.7702043679999999,0.025720872000000002,-0.22041984399999998,0.053741132000000004,0.30899368899999996,-0.138181951,-0.10963386900000001,-0.09803117900000001,-0.071542048,-0.31255871399999996,-0.18220632,-0.12894719300000002,0.079435292,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Tyrannus forficatus,Scissor-tailed Flycatcher,39.3,1258,NA,NA,NA,NA,NA,NA,NA,0.10662360300000001,-0.192282218,-0.821323182,-0.578166694,-0.24736144100000002,-0.38932924,0.258060974,-0.12350819999999998,-0.009683673,0.178663517,-0.07260166,0.270712051,0.005477626,Nearctic,Omnivore,Invertivore,Invertivore sally air
Icterus pustulatus,Streak-backed Oriole,36.78,3009,NA,NA,NA,NA,NA,NA,NA,-0.175380869,-0.175541093,-0.196778063,-0.157302961,0.112257624,-0.072429914,-0.13526387,0.042386709,-0.002924822,0.068345929,0.04429049400000001,-0.142662744,0.040186526,Neotropic,Omnivore,Invertivore,Invertivore glean arboreal
Streptoprocne zonaris,White-collared Swift,86.79,1011,NA,NA,NA,NA,NA,NA,NA,0.22422239,0.9018032859999999,0.13899689699999998,-0.005155612,-0.495444256,0.41642306799999995,0.165365304,-0.33958958200000006,-0.008024476,-0.704369914,-0.21840744899999998,0.23243608899999998,-0.07857104200000001,Neotropic,Carnivore,Invertivore,Invertivore aerial
Pelecanus occidentalis,Brown Pelican,3427.84,1740,NA,NA,NA,NA,NA,NA,NA,6.528885073,-2.151062627,0.7905320259999999,-0.050812375,0.060822445,0.32479451,0.22182618199999998,-0.031995416,0.114073269,4.834310477,1.051003344,0.24489624899999998,0.000374886,Neotropic,Carnivore,Aquatic predator,Aquatic plunge
Progne chalybea,Gray-breasted Martin,42.9,1799,NA,NA,NA,NA,NA,NA,NA,-0.562344681,0.35927195799999995,-0.151751246,0.161585382,-0.678611665,0.109734212,0.176900975,-0.227297704,0.040630301,-0.59466166,-0.332163686,0.242246278,-0.051689325,Neotropic,Carnivore,Invertivore,Invertivore aerial
Fregata magnificens,Magnificent Frigatebird,1490.52,2443,NA,NA,NA,NA,NA,NA,NA,5.246983645,-1.125261605,-0.41324213200000004,-0.85875726,-0.8128899759999999,-0.002314723,0.28368395,-0.11580277,0.06191577400000001,3.251795153,0.5662825770000001,0.366465838,-0.011662158999999998,Neotropic,Carnivore,Aquatic predator,Aquatic aerial
Heliomaster constantii,Plain-capped Starthroat,7.3,597,NA,NA,NA,NA,NA,NA,NA,-2.529068143,-1.770746479,0.8801899540000001,-0.5845035679999999,-1.0354789340000001,-0.069276032,-0.138307452,-0.044076807,-0.011257786,-0.151949929,1.5354946969999999,-0.031663837,0.213367425,Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Piranga flava,Hepatic Tanager,37.7,1578,NA,NA,NA,NA,NA,NA,NA,-0.014812101999999999,-0.49560439700000003,-0.375556845,0.349511009,0.085375474,-0.033331487,0.062375997999999995,-0.05640822,0.04307233,0.539235227,-0.34496602200000004,0.06643142,0.042870350999999994,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Contopus sordidulus,Western Wood-Pewee,13.1,1422,NA,NA,NA,NA,NA,NA,NA,-1.468648386,-0.297072116,-0.434148518,-0.023323552999999997,-0.19508009,0.17293276800000001,0.357135847,-0.033332783,0.130728867,-0.42410916299999996,-0.151560936,0.389283857,-0.044064887000000004,Nearctic,Carnivore,Invertivore,Invertivore sally air
Volatinia jacarina,Blue-black Grassquit,9.94,971,NA,NA,NA,NA,NA,NA,NA,-2.069306583,-0.125713723,-0.398874913,0.565344858,0.100946785,-0.049669392,-0.047074074,-0.020579885,-0.115894341,-0.730912639,-0.575526706,-0.03550837,0.20327545800000002,Neotropic,Herbivore,Granivore,Granivore ground
Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,27.8,194,NA,NA,NA,NA,NA,NA,NA,-0.807012808,0.100134277,-0.057528062000000005,-0.162661095,-0.012748866000000001,-0.028251051,-0.168300664,0.10897431699999999,-0.044898642999999995,-0.509705145,0.075487368,-0.167631153,0.061164054,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Cyanolyca mirabilis,White-throated Jay,52.4,97,NA,NA,NA,NA,NA,NA,NA,0.39693721299999996,-0.051055302000000004,-0.38651029299999995,-0.123503156,0.289351548,-0.102157186,-0.015660498000000002,0.018871453,-0.040660726,0.29841525399999996,-0.14821337,-0.036976126,0.047346796,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Lanius ludovicianus,Loggerhead Shrike,51.59,960,NA,NA,NA,NA,NA,NA,NA,0.20408379,-0.029767155,-0.35458365,0.061071839,0.140530323,-0.278222635,-0.211663774,-0.06020625,0.028635222000000002,0.20910425800000002,-0.272058486,-0.23564149899999998,-0.018946788,Nearctic,Carnivore,Invertivore,Invertivore sally ground
Sturnella magna,Eastern Meadowlark,91.76,680,NA,NA,NA,NA,NA,NA,NA,0.8973895140000001,-0.223974493,0.34841020100000003,-0.009721914,0.298917259,0.006591540999999999,-0.027814323999999998,-0.036985074,-0.004968,0.612881706,0.273679808,-0.053033352,-0.014627718999999999,Nearctic,Carnivore,Invertivore,Invertivore ground
Egretta tricolor,Tricolored Heron,372.3,1366,NA,NA,NA,NA,NA,NA,NA,3.347205012,-0.9866473,0.9083143909999999,-0.48397314799999996,0.799602019,0.37850096299999997,-0.009630237,-0.15535276,-0.044615175,2.3300685519999997,1.128875375,-0.037703645,0.049561901,Neotropic,Carnivore,Aquatic predator,Aquatic ground
Nyctanassa violacea,Yellow-crowned Night-Heron,681.67,489,NA,NA,NA,NA,NA,NA,NA,4.029843711,-0.585832653,0.323169969,0.027358357000000003,0.616187753,0.257810857,0.046378765999999995,-0.19302066899999998,-0.028921111,2.489312713,0.263484167,0.024231127999999998,0.016400937,Neotropic,Carnivore,Aquatic predator,Aquatic ground
Ardea herodias,Great Blue Heron,2523.41,1774,NA,NA,NA,NA,NA,NA,NA,5.756638615,-0.60464735,0.7732133379999999,-0.458490076,0.7021859159999999,0.27109807399999997,0.005952081999999999,-0.146922085,-0.026825785,3.194548258,0.870288057,-0.034101282999999996,-0.054446790999999994,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Icterus parisorum,Scott's Oriole,36.48,506,NA,NA,NA,NA,NA,NA,NA,-0.165574915,-0.27562213,-0.128689755,-0.217719098,0.08124364099999999,-0.063534123,-0.017159656000000002,0.004307907,-0.017994478,0.130321683,0.156258921,-0.01894399,0.049161280999999994,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Passeriformes sp.,passerine sp.,0.0,106,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Megascops cooperi,Pacific Screech-Owl,149.94,196,NA,NA,NA,NA,NA,NA,NA,1.5530427619999998,0.24354527899999998,-0.20616674399999999,0.329079024,0.139438405,0.287916371,-0.099466765,0.002827761,0.033413673,0.668458118,-0.46484150399999996,-0.094697499,-0.019667241000000002,Neotropic,Carnivore,Invertivore,Generalist
Turdus grayi,Clay-colored Thrush,79.5,4195,NA,NA,NA,NA,NA,NA,NA,0.590669941,0.242885507,-0.05703573,-0.22827461,0.073777333,-0.119239865,-0.007529073000000001,0.017306037,-0.053867877,0.053448027,0.045442752,-0.02318955,-0.004335507,Neotropic,Omnivore,Omnivore,
Piaya cayana,Squirrel Cuckoo,101.98,1476,NA,NA,NA,NA,NA,NA,NA,1.50764448,-0.09915181199999999,-0.809283236,-0.596316945,0.156588857,-0.42482119399999996,0.036612784,0.018717877,0.031648545,0.829518599,-0.091442275,0.001608389,-0.058763434,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Passerellidae sp. (sparrow sp.),sparrow sp.,0.0,84,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Euphonia elegantissima,Elegant Euphonia,15.0,1522,NA,NA,NA,NA,NA,NA,NA,-2.007597482,0.539911757,-0.095883429,0.501437853,-0.19398310600000002,0.083307973,-0.000510568,-0.04681028,0.10468976599999999,-1.318436526,-0.545178577,0.009575607,-0.099942355,Neotropic,Herbivore,Frugivore,Fugivore glean
Synallaxis erythrothorax,Rufous-breasted Spinetail,17.1,269,NA,NA,NA,NA,NA,NA,NA,-1.461832455,-0.019449071999999998,0.10991944099999999,-0.18475798,0.18728034899999998,-0.28388467300000003,-0.081938153,0.058377390999999994,0.07194827200000001,-0.7128745470000001,0.236497553,-0.125454633,-0.088585676,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Pachysylvia decurtata,Lesser Greenlet,0.0,348,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Setophaga ruticilla,American Redstart,8.24,1137,NA,NA,NA,NA,NA,NA,NA,-2.2544236680000003,0.069874535,-0.223338087,-0.116144311,0.134721131,0.080769675,0.21549101699999998,-0.059050695,-0.015123408999999999,-1.120707876,-0.046703759000000004,0.219717274,0.040222002,Nearctic,Carnivore,Invertivore,Invertivore sally air
Phaethornis striigularis,Stripe-throated Hermit,3.0,359,NA,NA,NA,NA,NA,NA,NA,-3.846938124,-1.4387497930000002,0.899070308,-0.685092354,-0.787288868,-0.376950865,-0.164970998,-0.193022422,-0.006148234,-1.042270987,1.5262451069999998,-0.099680665,0.13729229099999998,Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Eupherusa eximia,Stripe-tailed Hummingbird,4.3,119,NA,NA,NA,NA,NA,NA,NA,-3.492097073,-0.947108785,0.76979074,-0.573033331,-0.8929509720000001,0.033948063,-0.00021173900000000001,-0.06948541400000001,-0.047244559000000005,-1.259373259,1.229192078,0.09394502800000001,0.16755586,Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Contopus cooperi,Olive-sided Flycatcher,32.1,238,NA,NA,NA,NA,NA,NA,NA,-0.442319881,-0.320341731,-0.317233486,0.24453182,-0.292719544,0.091492987,0.277098471,-0.052651105,0.039084136,0.105951653,-0.275985309,0.31607661800000003,0.029588847,Nearctic,Carnivore,Invertivore,Invertivore sally air
Myiobius sulphureipygius,Sulphur-rumped Flycatcher,11.64,49,NA,NA,NA,NA,NA,NA,NA,-1.844777638,0.08201849900000001,-0.17225512199999998,-0.071748198,0.11103844199999999,0.057536405,0.21944361399999998,0.030221427999999998,0.074831677,-0.929081209,-0.048124147,0.210097111,-0.057959232,Neotropic,Carnivore,Invertivore,Invertivore sally surface
Cyanocompsa parellina,Blue Bunting,15.64,980,NA,NA,NA,NA,NA,NA,NA,-1.286694888,-0.163132724,-0.503657185,0.423672085,0.16663414099999999,0.003080621,-0.169360254,-0.000345934,0.017445942,-0.312272489,-0.5487392289999999,-0.168402592,0.08670045400000001,Neotropic,Herbivore,Frugivore,Fugivore glean
Icterus abeillei,Black-backed Oriole,33.0,106,NA,NA,NA,NA,NA,NA,NA,-0.382426537,-0.014536353,-0.21098599199999998,-0.11191387900000001,0.06751171,0.053132398,-0.058005607,-0.002781203,-0.043492487,-0.16128899800000002,-0.04454570099999999,-0.049841327000000005,0.073835678,Nearctic,Omnivore,Invertivore,Invertivore glean arboreal
Momotus mexicanus,Russet-crowned Motmot,75.7,1674,NA,NA,NA,NA,NA,NA,NA,1.126730665,-0.726946335,-0.456287602,-0.330234632,0.045877454000000005,-0.32727433899999997,0.123828466,0.045791951,-0.01198761,1.142948591,0.144093122,0.112455393,0.054559526,Neotropic,Carnivore,Invertivore,Generalist
Cynanthus latirostris,Broad-billed Hummingbird,3.1,1899,NA,NA,NA,NA,NA,NA,NA,-3.5406896530000003,-1.318303335,0.506751598,-0.37922846299999996,-0.598149234,0.010553396999999999,0.11107838,-0.269033688,-0.072107821,-0.8544515979999999,1.013753253,0.200692873,0.235389563,Nearctic,Herbivore,Nectarivore,Nectarivore aerial
Myiarchus cinerascens,Ash-throated Flycatcher,28.2,1675,NA,NA,NA,NA,NA,NA,NA,-0.320232826,-0.33785630299999997,-0.35276600799999996,-0.19520870399999998,0.161952745,-0.000324634,0.199128463,-0.016317102,0.020197554,0.158496729,0.0165555,0.19646156899999997,0.023962875,Nearctic,Carnivore,Invertivore,Invertivore sally surface
Pluvialis squatarola,Black-bellied Plover,250.0,398,NA,NA,NA,NA,NA,NA,NA,1.676346275,0.352245053,0.782859922,-0.051855503,-0.06290383,0.065064625,-0.09894904800000001,-0.315875318,-0.09048049400000001,0.403687171,0.364808786,-0.089686381,-0.034173114,Palearctic,Carnivore,Aquatic predator,Aquatic ground
Empidonax fulvifrons,Buff-breasted Flycatcher,7.9,63,NA,NA,NA,NA,NA,NA,NA,-2.3276268719999997,0.040605659,-0.316207208,-0.003174379,0.039569631,0.046573369,0.329003358,-0.012198587,0.07593843900000001,-1.103531988,-0.171038153,0.329373497,-0.04487661,Nearctic,Carnivore,Invertivore,Invertivore sally air
Cardinalis cardinalis,Northern Cardinal,42.64,1102,NA,NA,NA,NA,NA,NA,NA,0.157781544,-0.238848232,-0.69175524,0.374653303,0.148269767,-0.14615261,-0.056135986,-0.031616547,-0.057240103,0.45685163100000004,-0.637406711,-0.056813707000000005,0.128009356,Nearctic,Herbivore,Omnivore,
Chloroceryle americana,Green Kingfisher,33.73,1063,NA,NA,NA,NA,NA,NA,NA,-0.29086422100000003,-1.5382872280000002,0.18500980600000003,0.035999311,-0.7250467209999999,-0.080918894,-0.181070124,0.39864469700000005,0.0825135,0.98870399,0.598076242,-0.12539788,0.137796135,Neotropic,Carnivore,Aquatic predator,Aquatic perch
Camptostoma imberbe,Northern Beardless-Tyrannulet,7.4,2010,NA,NA,NA,NA,NA,NA,NA,-2.674797833,0.277809601,-0.163503661,0.25302182100000004,0.10286546099999999,-0.005161579,-0.062211465,0.022981105,-0.024624768999999998,-1.4412823259999998,-0.313047728,-0.066784265,0.056539705,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Myiopagis viridicata,Greenish Elaenia,11.51,1419,NA,NA,NA,NA,NA,NA,NA,-2.016854679,0.222468576,-0.20290655800000001,0.068861425,0.053910314,-0.072027826,0.041783244,-0.019249192,-0.017912333,-1.111781659,-0.208412042,0.036985322,0.025193982,Neotropic,Omnivore,Invertivore,Invertivore sally surface
Anhinga anhinga,Anhinga,1235.0,380,NA,NA,NA,NA,NA,NA,NA,4.501941144,-0.5804192579999999,0.162064969,-0.85162367,-0.41189669,-0.061691369,0.046559656,0.383873908,-0.192644271,2.36968772,0.8446448559999999,0.074478213,0.160494623,Neotropic,Carnivore,Aquatic predator,Aquatic dive
Jacana spinosa,Northern Jacana,94.0,923,NA,NA,NA,NA,NA,NA,NA,0.7908436609999999,0.14644324,0.820089463,-0.085671411,0.615984523,0.360329667,-0.14015372199999998,-0.031374676000000004,0.007488536999999999,0.224101437,0.516732451,-0.17867863399999998,-0.060727165,Neotropic,Carnivore,Aquatic predator,Aquatic ground
Himantopus mexicanus,Black-necked Stilt,176.82,1431,NA,NA,NA,NA,NA,NA,NA,1.967380905,-0.327254093,1.3324025879999999,-0.920135897,0.837260241,0.401751711,0.08496571300000001,-0.379319688,-0.15008736,0.982845849,1.5114535390000001,0.05714298599999999,0.03485235,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Egretta thula,Snowy Egret,371.0,3158,NA,NA,NA,NA,NA,NA,NA,3.2874322489999996,-0.7455913959999999,0.675532342,-0.570469716,0.711590175,0.277433535,0.042226278,-0.126365666,-0.089413696,2.099239648,0.976997711,0.015287189,0.065617196,Neotropic,Carnivore,Aquatic predator,Aquatic ground
Apodidae sp.,swift sp.,0.0,122,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Icterus graduacauda,Audubon's Oriole,42.2,1108,NA,NA,NA,NA,NA,NA,NA,-0.06873394299999999,-0.130897168,-0.158981813,-0.046974409,0.180321902,-0.214285792,-0.128015398,-0.010402419,-0.032369402,0.10890093599999999,-0.028952303,-0.149191193,0.039847392999999995,Neotropic,Omnivore,Omnivore,
Tigrisoma mexicanum,Bare-throated Tiger-Heron,1154.38,171,NA,NA,NA,NA,NA,NA,NA,4.894258931,-0.8194493279999999,0.525514405,-0.47085959299999997,0.628704909,0.35031882200000003,0.077899896,0.010804975,-0.004182523,2.968542952,0.818639862,0.050369524000000006,-0.007681161,Neotropic,Carnivore,Aquatic predator,Aquatic ground
Vireo hypochryseus,Golden Vireo,12.2,2448,NA,NA,NA,NA,NA,NA,NA,-1.7423558080000001,-0.035660748,-0.195941502,0.046809895,0.18951163699999998,-0.066026847,-0.011489616999999999,-0.017832867,0.07279513900000001,-0.74346165,-0.120393359,-0.029714937,-0.034904921,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Hylocichla mustelina,Wood Thrush,50.09,228,NA,NA,NA,NA,NA,NA,NA,0.017852505,0.23023375699999998,-0.010930491,-0.054919193,0.210823328,0.037743588,0.013143364,-0.073975285,-0.077891057,-0.164055673,-0.043810589000000004,0.00466159,0.042515112,Nearctic,Omnivore,Invertivore,Invertivore ground
Setophaga citrina,Hooded Warbler,0.0,481,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Empidonax flaviventris,Yellow-bellied Flycatcher,11.8,397,NA,NA,NA,NA,NA,NA,NA,-1.868622029,0.028528956,-0.23155485899999997,0.189809387,0.043041777,0.04073376,0.356289005,-0.063145538,0.022619457000000003,-0.84745315,-0.261344164,0.35979673,-0.004998123,Nearctic,Carnivore,Invertivore,Invertivore sally air
Vermivora cyanoptera,Blue-winged Warbler,0.0,122,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Vireo griseus,White-eyed Vireo,11.4,386,NA,NA,NA,NA,NA,NA,NA,-1.9092330880000001,0.121245141,-0.145977074,0.101665324,0.24549828899999998,0.01248046,-0.011441959,-0.037010251,-0.028617976,-0.9508651379999999,-0.17016048,-0.022327385,0.05314686,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Dives dives,Melodious Blackbird,91.32,1831,NA,NA,NA,NA,NA,NA,NA,1.1233033479999999,-0.158501571,-0.255659218,-0.137506924,0.296527539,-0.186779275,-0.067212588,0.015871285,-0.00639317,0.722481485,-0.037712178,-0.099620921,-0.001067548,Neotropic,Omnivore,Omnivore,
