scientific name,eBird species group
Vireo huttoni mexicanus,Vireos
Vireo huttoni vulcani,Vireos
Vireo flavifrons,Vireos
Vireo carmioli,Vireos
Vireo masteri,Vireos
Vireo cassinii,Vireos
Vireo cassinii cassinii,Vireos
Vireo cassinii lucasanus,Vireos
Vireo solitarius,Vireos
Vireo solitarius solitarius,Vireos
Vireo solitarius alticola,Vireos
Vireo cassinii/solitarius,Vireos
Vireo plumbeus,Vireos
Vireo plumbeus [plumbeus Group],Vireos
Vireo plumbeus plumbeus,Vireos
Vireo plumbeus pinicolus,Vireos
Vireo plumbeus repetens,Vireos
Vireo plumbeus notius/montanus,Vireos
Vireo plumbeus montanus,Vireos
Vireo plumbeus notius,Vireos
Vireo cassinii/plumbeus,Vireos
Vireo cassinii/solitarius/plumbeus,Vireos
Vireo sclateri,Vireos
Vireo philadelphicus,Vireos
Vireo gilvus,Vireos
Vireo gilvus gilvus,Vireos
Vireo gilvus [swainsoni Group],Vireos
Vireo gilvus swainsoni,Vireos
Vireo gilvus victoriae,Vireos
Vireo gilvus brewsteri,Vireos
Vireo gilvus sympatricus,Vireos
Vireo philadelphicus/gilvus,Vireos
Vireo leucophrys,Vireos
Vireo leucophrys eleanorae,Vireos
Vireo leucophrys bulli,Vireos
Vireo leucophrys amauronotus,Vireos
Vireo leucophrys strenuus,Vireos
Vireo leucophrys chiriquensis,Vireos
Vireo leucophrys mirandae,Vireos
Vireo leucophrys dissors,Vireos
Vireo leucophrys josephae,Vireos
Vireo leucophrys leucophrys,Vireos
Vireo leucophrys maranonicus,Vireos
Vireo leucophrys laetissimus,Vireos
Vireo olivaceus,Vireos
Vireo philadelphicus/olivaceus,Vireos
Vireo philadelphicus x olivaceus,Vireos
Vireo gilvus x olivaceus,Vireos
Vireo chivi,Vireos
Vireo chivi [agilis Group],Vireos
Vireo chivi caucae,Vireos
Vireo chivi griseobarbatus,Vireos
Vireo chivi pectoralis,Vireos
Vireo chivi vividior,Vireos
Vireo chivi tobagensis,Vireos
Vireo chivi solimoensis,Vireos
Vireo chivi agilis,Vireos
Vireo chivi chivi/diversus,Vireos
Vireo chivi diversus,Vireos
Vireo chivi chivi,Vireos
Vireo olivaceus/chivi,Vireos
Vireo gracilirostris,Vireos
Vireo flavoviridis,Vireos
Vireo flavoviridis flavoviridis,Vireos
Vireo flavoviridis forreri,Vireos
Vireo flavoviridis insulanus,Vireos
Vireo altiloquus,Vireos
Vireo altiloquus barbatulus,Vireos
Vireo altiloquus altiloquus,Vireos
Vireo altiloquus barbadensis,Vireos
Vireo altiloquus bonairensis,Vireos
Vireo altiloquus grandior,Vireos
Vireo altiloquus canescens,Vireos
Vireo magister,Vireos
Vireo magister magister,Vireos
Vireo magister caymanensis,Vireos
Vireo sp.,Vireos
Pitohui dichrous,Old World Orioles
Pitohui dichrous dichrous,Old World Orioles
Pitohui dichrous monticola,Old World Orioles
Pitohui kirhocephalus,Old World Orioles
Pitohui kirhocephalus [kirhocephalus Group],Old World Orioles
Pitohui kirhocephalus kirhocephalus,Old World Orioles
Pitohui kirhocephalus salvadorii,Old World Orioles
Pitohui kirhocephalus dohertyi,Old World Orioles
Pitohui kirhocephalus rubiensis,Old World Orioles
Pitohui kirhocephalus brunneivertex,Old World Orioles
Pitohui kirhocephalus decipiens,Old World Orioles
Pitohui kirhocephalus stramineipectus,Old World Orioles
Pitohui kirhocephalus adiensis,Old World Orioles
Pitohui kirhocephalus carolinae,Old World Orioles
Pitohui kirhocephalus jobiensis,Old World Orioles
Pitohui kirhocephalus meyeri,Old World Orioles
Pitohui kirhocephalus senex,Old World Orioles
Pitohui kirhocephalus brunneicaudus,Old World Orioles
Pitohui kirhocephalus [uropygialis Group],Old World Orioles
Pitohui kirhocephalus tibialis,Old World Orioles
Pitohui kirhocephalus nigripectus,Old World Orioles
Pitohui kirhocephalus meridionalis,Old World Orioles
Pitohui kirhocephalus brunneiceps,Old World Orioles
Pitohui kirhocephalus aruensis,Old World Orioles
Pitohui kirhocephalus uropygialis,Old World Orioles
Pitohui kirhocephalus cerviniventris/pallidus,Old World Orioles
Pitohui kirhocephalus pallidus,Old World Orioles
Pitohui kirhocephalus cerviniventris,Old World Orioles
Oriolus melanotis,Old World Orioles
Oriolus melanotis melanotis,Old World Orioles
Oriolus melanotis finschi,Old World Orioles
Oriolus bouroensis,Old World Orioles
Oriolus decipiens,Old World Orioles
Oriolus forsteni,Old World Orioles
Oriolus phaeochromus,Old World Orioles
Oriolus szalayi,Old World Orioles
Oriolus sagittatus,Old World Orioles
Oriolus sagittatus magnirostris,Old World Orioles
Oriolus sagittatus affinis,Old World Orioles
Oriolus sagittatus grisescens,Old World Orioles
Oriolus sagittatus sagittatus,Old World Orioles
Oriolus flavocinctus,Old World Orioles
Oriolus flavocinctus flavocinctus,Old World Orioles
Oriolus flavocinctus tiwi,Old World Orioles
Oriolus flavocinctus flavotinctus,Old World Orioles
Oriolus flavocinctus kingi,Old World Orioles
Oriolus xanthonotus,Old World Orioles
Oriolus xanthonotus xanthonotus,Old World Orioles
Oriolus xanthonotus consobrinus,Old World Orioles
Oriolus xanthonotus mentawi,Old World Orioles
Oriolus xanthonotus persuasus,Old World Orioles
Oriolus albiloris,Old World Orioles
Oriolus steerii,Old World Orioles
Oriolus steerii samarensis,Old World Orioles
Oriolus steerii basilanicus,Old World Orioles
Oriolus steerii steerii,Old World Orioles
Oriolus steerii assimilis,Old World Orioles
Oriolus steerii cinereogenys,Old World Orioles
Oriolus isabellae,Old World Orioles
Oriolus oriolus,Old World Orioles
Oriolus kundoo,Old World Orioles
Oriolus oriolus/kundoo,Old World Orioles
Oriolus auratus,Old World Orioles
Oriolus auratus auratus,Old World Orioles
Oriolus auratus notatus,Old World Orioles
Oriolus oriolus/auratus,Old World Orioles
Oriolus chinensis,Old World Orioles
Oriolus chinensis diffusus,Old World Orioles
Oriolus chinensis [maculatus Group],Old World Orioles
Oriolus chinensis andamanensis,Old World Orioles
Oriolus chinensis macrourus,Old World Orioles
Oriolus chinensis maculatus,Old World Orioles
Oriolus chinensis mundus,Old World Orioles
Oriolus chinensis sipora,Old World Orioles
Oriolus chinensis richmondi,Old World Orioles
Oriolus chinensis insularis,Old World Orioles
Oriolus chinensis [chinensis Group],Old World Orioles
Oriolus chinensis chinensis,Old World Orioles
Oriolus chinensis yamamurae,Old World Orioles
Oriolus chinensis suluensis,Old World Orioles
Oriolus chinensis melanisticus,Old World Orioles
Oriolus chinensis [frontalis Group],Old World Orioles
Oriolus chinensis sangirensis,Old World Orioles
Oriolus chinensis formosus,Old World Orioles
Oriolus chinensis celebensis,Old World Orioles
Oriolus chinensis frontalis,Old World Orioles
Oriolus chinensis broderipi/boneratensis,Old World Orioles
Oriolus chinensis boneratensis,Old World Orioles
Oriolus chinensis broderipi,Old World Orioles
Oriolus kundoo/chinensis,Old World Orioles
Oriolus tenuirostris,Old World Orioles
Oriolus tenuirostris tenuirostris,Old World Orioles
Oriolus tenuirostris invisus,Old World Orioles
Oriolus chlorocephalus,Old World Orioles
Oriolus chlorocephalus chlorocephalus/amani,Old World Orioles
Oriolus chlorocephalus amani,Old World Orioles
Oriolus chlorocephalus chlorocephalus,Old World Orioles
Oriolus chlorocephalus speculifer,Old World Orioles
Oriolus crassirostris,Old World Orioles
Oriolus brachyrynchus,Old World Orioles
Oriolus brachyrynchus brachyrynchus,Old World Orioles
Oriolus brachyrynchus laetior,Old World Orioles
Oriolus monacha,Old World Orioles
Oriolus monacha monacha,Old World Orioles
Oriolus monacha meneliki,Old World Orioles
Oriolus larvatus,Old World Orioles
Oriolus larvatus angolensis,Old World Orioles
Oriolus larvatus additus,Old World Orioles
Oriolus larvatus tibicen,Old World Orioles
Oriolus larvatus reichenowi,Old World Orioles
Oriolus larvatus rolleti,Old World Orioles
Oriolus larvatus larvatus,Old World Orioles
Oriolus percivali,Old World Orioles
Oriolus nigripennis,Old World Orioles
Oriolus xanthornus,Old World Orioles
Oriolus xanthornus xanthornus,Old World Orioles
Oriolus xanthornus maderaspatanus,Old World Orioles
Oriolus xanthornus reubeni,Old World Orioles
Oriolus xanthornus ceylonensis,Old World Orioles
Oriolus xanthornus tanakae,Old World Orioles
Oriolus hosii,Old World Orioles
Oriolus cruentus,Old World Orioles
Oriolus cruentus [consanguineus Group],Old World Orioles
Oriolus cruentus malayanus,Old World Orioles
Oriolus cruentus consanguineus,Old World Orioles
Oriolus cruentus vulneratus,Old World Orioles
Oriolus cruentus cruentus,Old World Orioles
Oriolus traillii,Old World Orioles
Oriolus traillii traillii,Old World Orioles
Oriolus traillii robinsoni,Old World Orioles
Oriolus traillii nigellicauda,Old World Orioles
Oriolus traillii ardens,Old World Orioles
Oriolus mellianus,Old World Orioles
Oriolus sp.,Old World Orioles
Sphecotheres hypoleucus,Old World Orioles
Sphecotheres viridis,Old World Orioles
Sphecotheres vieilloti,Old World Orioles
Sphecotheres vieilloti cucullatus,Old World Orioles
Sphecotheres vieilloti salvadorii,Old World Orioles
Sphecotheres vieilloti ashbyi,Old World Orioles
Sphecotheres vieilloti flaviventris,Old World Orioles
Sphecotheres vieilloti vieilloti,Old World Orioles
Turnagra tanagra,Old World Orioles
Turnagra capensis,Old World Orioles
Turnagra capensis minor,Old World Orioles
Turnagra capensis capensis,Old World Orioles
Dicrurus ludwigii,Drongos
Dicrurus ludwigii sharpei/saturnus,Drongos
Dicrurus ludwigii sharpei,Drongos
Dicrurus ludwigii saturnus,Drongos
Dicrurus ludwigii [ludwigii Group],Drongos
Dicrurus ludwigii muenzneri,Drongos
Dicrurus ludwigii ludwigii,Drongos
Dicrurus ludwigii tephrogaster,Drongos
Dicrurus atripennis,Drongos
Dicrurus adsimilis,Drongos
Dicrurus adsimilis divaricatus,Drongos
Dicrurus adsimilis apivorus,Drongos
Dicrurus adsimilis adsimilis/fugax,Drongos
Dicrurus adsimilis fugax,Drongos
Dicrurus adsimilis adsimilis,Drongos
Dicrurus modestus,Drongos
Dicrurus modestus atactus,Drongos
Dicrurus modestus coracinus,Drongos
Dicrurus modestus modestus,Drongos
Dicrurus aldabranus,Drongos
Dicrurus fuscipennis,Drongos
Dicrurus forficatus,Drongos
Dicrurus forficatus forficatus,Drongos
Dicrurus forficatus potior,Drongos
Dicrurus waldenii,Drongos
Dicrurus macrocercus,Drongos
Dicrurus macrocercus albirictus,Drongos
Dicrurus macrocercus macrocercus,Drongos
Dicrurus macrocercus minor,Drongos
Dicrurus macrocercus cathoecus,Drongos
Dicrurus macrocercus thai,Drongos
Dicrurus macrocercus harterti,Drongos
Dicrurus macrocercus javanus,Drongos
Dicrurus leucophaeus,Drongos
Dicrurus leucophaeus [longicaudatus Group],Drongos
Dicrurus leucophaeus longicaudatus,Drongos
Dicrurus leucophaeus hopwoodi,Drongos
Dicrurus leucophaeus nigrescens,Drongos
Dicrurus leucophaeus [leucophaeus Group],Drongos
Dicrurus leucophaeus mouhoti,Drongos
Dicrurus leucophaeus bondi,Drongos
Dicrurus leucophaeus leucophaeus,Drongos
Dicrurus leucophaeus [innexus Group],Drongos
Dicrurus leucophaeus leucogenis,Drongos
Dicrurus leucophaeus salangensis,Drongos
Dicrurus leucophaeus innexus,Drongos
Dicrurus leucophaeus [periophthalmicus Group],Drongos
Dicrurus leucophaeus periophthalmicus,Drongos
Dicrurus leucophaeus siberu,Drongos
Dicrurus leucophaeus batakensis,Drongos
Dicrurus leucophaeus phaedrus,Drongos
Dicrurus leucophaeus stigmatops,Drongos
Dicrurus macrocercus/leucophaeus,Drongos
Dicrurus caerulescens,Drongos
Dicrurus caerulescens caerulescens,Drongos
Dicrurus caerulescens leucopygialis/insularis,Drongos
Dicrurus caerulescens insularis,Drongos
Dicrurus caerulescens leucopygialis,Drongos
Dicrurus annectens,Drongos
Dicrurus aeneus,Drongos
Dicrurus aeneus aeneus,Drongos
Dicrurus aeneus malayensis,Drongos
Dicrurus aeneus braunianus,Drongos
Dicrurus remifer,Drongos
Dicrurus remifer tectirostris,Drongos
Dicrurus remifer peracensis,Drongos
Dicrurus remifer lefoli,Drongos
Dicrurus remifer remifer,Drongos
Dicrurus hottentottus,Drongos
Dicrurus hottentottus hottentottus/brevirostris,Drongos
Dicrurus hottentottus hottentottus,Drongos
Dicrurus hottentottus brevirostris,Drongos
Dicrurus hottentottus borneensis,Drongos
Dicrurus hottentottus jentincki/faberi,Drongos
Dicrurus hottentottus faberi,Drongos
Dicrurus hottentottus jentincki,Drongos
Dicrurus hottentottus leucops/banggaiensis,Drongos
Dicrurus hottentottus leucops,Drongos
Dicrurus hottentottus banggaiensis,Drongos
Dicrurus hottentottus guillemardi,Drongos
Dicrurus hottentottus pectoralis,Drongos
Dicrurus hottentottus palawanensis,Drongos
Dicrurus hottentottus cuyensis,Drongos
Dicrurus hottentottus suluensis,Drongos
Dicrurus hottentottus striatus/samarensis,Drongos
Dicrurus hottentottus samarensis,Drongos
Dicrurus hottentottus striatus,Drongos
Dicrurus balicassius,Drongos
Dicrurus balicassius balicassius/abraensis,Drongos
Dicrurus balicassius abraensis,Drongos
Dicrurus balicassius balicassius,Drongos
Dicrurus balicassius mirabilis,Drongos
Dicrurus montanus,Drongos
Dicrurus sumatranus,Drongos
Dicrurus sumatranus sumatranus,Drongos
Dicrurus sumatranus viridinitens,Drongos
Dicrurus densus,Drongos
Dicrurus densus vicinus,Drongos
Dicrurus densus bimaensis,Drongos
Dicrurus densus sumbae,Drongos
Dicrurus densus densus,Drongos
Dicrurus densus kuehni,Drongos
Dicrurus densus megalornis,Drongos
Dicrurus megarhynchus,Drongos
Dicrurus bracteatus,Drongos
Dicrurus bracteatus morotensis,Drongos
Dicrurus bracteatus atrocaeruleus,Drongos
Dicrurus bracteatus buruensis,Drongos
Dicrurus bracteatus amboinensis,Drongos
Dicrurus bracteatus carbonarius,Drongos
Dicrurus bracteatus laemostictus,Drongos
Dicrurus bracteatus meeki,Drongos
Dicrurus bracteatus longirostris,Drongos
Dicrurus bracteatus [bracteatus Group],Drongos
Dicrurus bracteatus baileyi,Drongos
Dicrurus bracteatus atrabectus,Drongos
Dicrurus bracteatus bracteatus,Drongos
Dicrurus [undescribed form],Drongos
Dicrurus menagei,Drongos
Dicrurus andamanensis,Drongos
Dicrurus andamanensis andamanensis,Drongos
Dicrurus andamanensis dicruriformis,Drongos
Dicrurus paradiseus,Drongos
Dicrurus paradiseus grandis,Drongos
Dicrurus paradiseus rangoonensis,Drongos
Dicrurus paradiseus paradiseus,Drongos
Dicrurus paradiseus johni,Drongos
Dicrurus paradiseus hypoballus,Drongos
Dicrurus paradiseus platurus,Drongos
Dicrurus paradiseus ceylonicus,Drongos
Dicrurus paradiseus otiosus,Drongos
Dicrurus paradiseus nicobariensis,Drongos
Dicrurus paradiseus banguey,Drongos
Dicrurus paradiseus brachyphorus,Drongos
Dicrurus paradiseus microlophus,Drongos
Dicrurus paradiseus formosus,Drongos
Dicrurus lophorinus,Drongos
Dicrurus sp.,Drongos
Chaetorhynchus papuensis,Fantails
Eutrichomyias rowleyi,Fantails
Lamprolia victoriae,Fantails
Lamprolia klinesmithi,Fantails
Rhipidura atra,Fantails
Rhipidura atra atra,Fantails
Rhipidura atra vulpes,Fantails
Rhipidura nigrocinnamomea,Fantails
Rhipidura nigrocinnamomea hutchinsoni,Fantails
Rhipidura nigrocinnamomea nigrocinnamomea,Fantails
Rhipidura superciliaris,Fantails
Rhipidura superciliaris superciliaris,Fantails
Rhipidura superciliaris apo,Fantails
Rhipidura samarensis,Fantails
Rhipidura sauli,Fantails
Rhipidura albiventris,Fantails
Rhipidura cyaniceps,Fantails
Rhipidura cyaniceps pinicola,Fantails
Rhipidura cyaniceps cyaniceps,Fantails
Rhipidura perlata,Fantails
Rhipidura fuscorufa,Fantails
Rhipidura cockerelli,Fantails
Rhipidura cockerelli [cockerelli Group],Fantails
Rhipidura cockerelli septentrionalis,Fantails
Rhipidura cockerelli interposita,Fantails
Rhipidura cockerelli floridana,Fantails
Rhipidura cockerelli cockerelli,Fantails
Rhipidura cockerelli lavellae,Fantails
Rhipidura cockerelli albina,Fantails
Rhipidura cockerelli coultasi,Fantails
Rhipidura rufiventris,Fantails
Rhipidura rufiventris obiensis,Fantails
Rhipidura rufiventris bouruensis,Fantails
Rhipidura rufiventris assimilis/finitima,Fantails
Rhipidura rufiventris assimilis,Fantails
Rhipidura rufiventris finitima,Fantails
Rhipidura rufiventris cinerea,Fantails
Rhipidura rufiventris tenkatei,Fantails
Rhipidura rufiventris rufiventris/pallidiceps,Fantails
Rhipidura rufiventris rufiventris,Fantails
Rhipidura rufiventris pallidiceps,Fantails
Rhipidura rufiventris hoedti,Fantails
Rhipidura rufiventris kordensis,Fantails
Rhipidura rufiventris nigromentalis,Fantails
Rhipidura rufiventris [setosa Group],Fantails
Rhipidura rufiventris vidua,Fantails
Rhipidura rufiventris gularis,Fantails
Rhipidura rufiventris gigantea,Fantails
Rhipidura rufiventris tangensis,Fantails
Rhipidura rufiventris mussai,Fantails
Rhipidura rufiventris setosa,Fantails
Rhipidura rufiventris finschii,Fantails
Rhipidura rufiventris niveiventris,Fantails
Rhipidura rufiventris isura,Fantails
Rhipidura diluta,Fantails
Rhipidura diluta sumbawensis,Fantails
Rhipidura diluta diluta,Fantails
Rhipidura threnothorax,Fantails
Rhipidura threnothorax threnothorax,Fantails
Rhipidura threnothorax fumosa,Fantails
Rhipidura maculipectus,Fantails
Rhipidura leucothorax,Fantails
Rhipidura leucothorax leucothorax,Fantails
Rhipidura leucothorax episcopalis,Fantails
Rhipidura leucophrys,Fantails
Rhipidura leucophrys picata,Fantails
Rhipidura leucophrys leucophrys,Fantails
Rhipidura leucophrys melaleuca,Fantails
Rhipidura javanica,Fantails
Rhipidura javanica longicauda,Fantails
Rhipidura javanica javanica,Fantails
Rhipidura nigritorquis,Fantails
Rhipidura albicollis,Fantails
Rhipidura albicollis canescens,Fantails
Rhipidura albicollis albicollis,Fantails
Rhipidura albicollis orissae,Fantails
Rhipidura albicollis stanleyi,Fantails
